"vzRMeAg4Oi8__kl-trunc-name","OSrXXb","rllt__details","rllt__details 2","rllt__details 3","rllt__details 4","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","yi40Hd","RDApEe","YQ4gaf src","gqguwf"
"מאפרת מקצועית יערה מלכא","מאפרת מקצועית יערה מלכא","· מכון יופי","תל אביב-יפו ·","052-339-0788","פתוח ⋅ ייסגר בשעה 22:00","http://www.yaaramalka.com/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(1)","5.0","(1)","",""
"מריה דרפקין מאפרת מקצועית","מריה דרפקין מאפרת מקצועית","· מכון יופי","בת ים ·","052-250-3300","פתוח ⋅ ייסגר בשעה 21:00","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(7)","5.0","(7)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""מריה ,תודה על איפור מושלם לחתונה!!"""
"עדית קוסמטיקס","עדית קוסמטיקס","אין ביקורות · מכון יופי","יד חרוצים 5 ·","050-891-8341","פתוח ⋅ ייסגר בשעה 17:30","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"מורן דהן - מאפרת ומעצבת שיער","מורן דהן - מאפרת ומעצבת שיער","חולון ·","פתוח ⋅ ייסגר בשעה 20:00","054-479-8438","","https://morandahan.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(10)","5.0","(10)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""השתתפתי בסדנת איפור של מורן ולמדתי המון."""
"Margalit מרגלית - איפור כלות וערב","Margalit מרגלית - איפור כלות וערב","אין ביקורות · חנות קוסמטיקה","נתניה ·","054-852-9553","פתוח ⋅ ייסגר בשעה 20:00","http://margalit.coi.co.il/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"שיר לוגסי איפור כלות ועיצוב שיער לכלות וערב","שיר לוגסי איפור כלות ועיצוב שיער לכלות וערב","אין ביקורות · חנות כלות","עפולה ·","052-578-9907","פתוח ⋅ ייסגר בשעה 17:00","http://www.facebook.com/profile.php?id=1742990576&sk=photos","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"שירן שפלר מאפרת מקצועית","שירן שפלר מאפרת מקצועית","תל אביב-יפו","","","","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(1)","5.0","(1)","",""
"","אלה אברמוב- מובילה מאפרות ומעצבות שיער בהתפתחות מקצועית, עסקית ואישית","אין ביקורות · מרכז הדרכה","","050-565-1255","","http://www.ella-abramov.com/","אתר","","","","","","","",""
"יעל רודל - מאפרת מקצועית","יעל רודל - מאפרת מקצועית","· מכון יופי","יצחק דוד מן 5 ·","052-629-9900","סגור זמנית","http://yaelrudel.wix.com/makeup","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(4)","5.0","(4)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""כשיעל מאפרת אותי להופעה, אני יודעת שאני בידיים בטוחות."""
"דיקלה זינו נביאי-איפור כלות וערב","דיקלה זינו נביאי-איפור כלות וערב","· בעל סלון יופי וקוסמטיקה","רעננה ·","050-835-9406","פתוח ⋅ ייסגר בשעה 18:00","https://www.instagram.com/diklazinomakeup/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(5)","5.0","(5)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""דיקלה המדהימה איפרה אותי לחינה ולחתונה שלי."""
"שירן שמש - איפור ועיצוב שיער לכלות ואירועים","שירן שמש - איפור ועיצוב שיער לכלות ואירועים","· מכון יופי","נתניה ·","050-226-5224","פתוח ⋅ ייסגר בשעה 20:00","https://www.shiranshemesh.net/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","4.4","(9)","4.4","(9)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""שירן הגיעה אלי למלון לקראת חתונתה של אחותי (אמש) לשירות של איפור ושיער."""
"גלרי אקדמי","גלרי אקדמי","· חנות קוסמטיקה","אבא אבן 8 ·","02-673-9918","פתוח ⋅ ייסגר בשעה 18:00","https://www.galleryschool.co.il/contact/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(2)","5.0","(2)","",""
"ז'אנה גלפגט איפור כלות וערב מגיעה עד בתי הלקוחות","ז'אנה גלפגט איפור כלות וערב מגיעה עד בתי הלקוחות","אין ביקורות · מכון יופי","אשקלון ·","076-811-7382","פתוח ⋅ ייסגר בשעה 16:00","https://www.b144.co.il/B144_sip/4A1404134470655D4C1007114C71615C4A.aspx","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","","","","","",""
"אסתי ביטון - בית ספר לאיפור ועיצוב שיער","אסתי ביטון - בית ספר לאיפור ועיצוב שיער","· מכון יופי","מודיעין מכבים רעות ·","054-305-0234","פתוח ⋅ ייסגר בשעה 20:00","https://www.estibiton.com/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(41)","5.0","(41)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""אסתי מהממת הייתי בהשתלמות איפור קיבלתי טיפים טובים אווירה משפחתית ונעימה."""
"פאות חיה בלוי","פאות חיה בלוי","· חנות פאות","הרב מרדכי רובין 4 ·","053-311-9209","פתוח ⋅ ייסגר בשעה 19:00","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(2)","5.0","(2)","",""
"קארין חזוט איפור ושיער","קארין חזוט איפור ושיער","·","ים ·","Make-up artist","","http://www.khbeauty.co.il/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(1)","5.0","(1)","",""
"","עדיה שיפמן - מאפרת ומאמנת בריאות","·","פתוח ⋅ ייסגר בשעה 20:00","Make-up artist","","http://www.instagram.com/adayamua","אתר","","","","","5.0","(5)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""השתתפתי בארוע של נשות עסקים, במהלכו גם קבלנו תמונות/צילומי תדמית."""
"מאפרת מקצועית בפתח תקווה","מאפרת מקצועית בפתח תקווה","· מספרה","פתח תקווה ·","054-957-0145","פתוח 24 שעות","","","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(4)","5.0","(4)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""איפור מקצועי , היה מהמם תודההה"""
"ספיר בלדב איפור כלות וערב","ספיר בלדב איפור כלות וערב","· בעל סלון יופי וקוסמטיקה","חדרה ·","052-755-5120","פתוח 24 שעות","https://www.instagram.com/sapir_beladev.makeup/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(3)","5.0","(3)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""איפור ושיער מושלמים שהחזיקו כל האירוע 💕🎂"""
"נתלי ויסבלוט - Natali Visblut","נתלי ויסבלוט - Natali Visblut","גני תקווה ·","פתוח ⋅ ייסגר בשעה 19:00","050-787-0387","","https://mymakeup.co.il/","אתר","https://www.google.com/search?q=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzUyD8AFihiKX0vYkeLVQqV4dgR7fg%3A1674041122442&ei=ItfHY9uAGpjW5OUPiOKh2AY&ved=0ahUKEwjbmcSTgdH8AhUYK7kGHQhxCGsQ4dUDCAk&uact=5&oq=%D7%90%D7%99%D7%A4%D7%95%D7%A8+%D7%9B%D7%9C%D7%95%D7%AA&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB46BAgAEEM6CAgAEBYQHhAPOgQIIxAnOgsIABCABBCxAxCDAToICAAQsQMQgwE6CggAELEDEIMBEEM6CggAEIAEELEDEAo6BwgAEIAEEAo6BwgAELEDEENQvAdY7xFg7RJoAHAAeACAAZIDiAHPF5IBBzItOS4yLjGYAQCgAQHAAQE&sclient=gws-wiz-local#","מסלול","5.0","(15)","5.0","(15)","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""נתלי יקרה, המון המון תודה על  מושלם לקראת השתתפות בתכנית טלויזיה."""
